mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
88	87	0	0	2/4	2	1	i			A	iii		i		i							m	0	1	7, 4, 8		7	7	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
88	87	1/8	1/8	2/4	2	1	iv			A	iii		iv		iv							m	0	1	6, 3, 7		6	6	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
88	87	1/4	1/4	2/4	2	1	V(64)			A	iii		V(64)		V			64				M	0	1	8, 7, 4		8	8	0	2	0.0	0.0	0.25	0.0
88	87	3/8	3/8	2/4	2	1	V			A	iii		V		V							M	0	1	8, 12, 9		8	8	1	2	0.3333333333333333	0.0625	0.1875	0.25
89	88	0	0	2/4	2	1	V(4)/vii|EC			A	iii		V(4)/vii		V			4	vii	EC		M	0	1	6, 5, 7		6	6	0	1	0.0	0.0	0.25	0.0
89	88	1/4	1/4	2/4	2	1	V7/vii			A	iii		V7/vii		V		7		vii			Mm7	0	1	6, 10, 7, 4		6	6	1	4	0.2	0.0625	0.4375	0.125
90	89	0	0	2/4	2	1	V(4)/III			A	iii		V(4)/III		V			4	III			M	0	1	5, 4, 6		5	5	1	2	0.3333333333333333	0.0	0.25	0.0
90	89	1/4	1/4	2/4	2	1	V7/III			A	iii		V7/III		V		7		III			Mm7	0	1	5, 9, 6, 3		5	5	1	4	0.2	0.0625	0.4375	0.125
91	90	0	0	2/4	2	1	III(4)}			A	iii		III(4)		III			4			}	M	0	1	4, 3, 5		4	4	1	3	0.25	0.0	0.625	0.0
91	90	1/4	1/4	2/4	2	1	III|IAC			A	iii		III		III					IAC		M	0	1	4, 8, 5		4	4	0	1	0.0	0.0	0.125	0.0
92	91	0	0	2/4	2	1	i6{			A	iii		i6		i		6				{	m	0	1	4, 8, 7		7	4	0	4	0.0	0.0	0.3125	0.0
92	91	1/4	1/4	2/4	2	1	#viio6			A	iii		#viio6		#vii	o	6					o	0	1	9, 6, 12		12	9	1	3	0.25	0.0625	0.1875	0.25
92	91	3/8	3/8	2/4	2	1	#viio			A	iii		#viio		#vii	o						o	0	1	12, 9, 6		12	12	0	3	0.0	0.0	0.25	0.0
93	92	0	0	2/4	2	1	i			A	iii		i		i							m	0	1	7, 4, 8		7	7	0	3	0.0	0.0	0.25	0.0
93	92	1/8	1/8	2/4	2	1	i6			A	iii		i6		i		6					m	0	1	4, 8, 7		7	4	0	3	0.0	0.0	0.25	0.0
93	92	1/4	1/4	2/4	2	1	#viio6			A	iii		#viio6		#vii	o	6					o	0	1	9, 6, 12		12	9	1	3	0.25	0.0625	0.1875	0.25
93	92	3/8	3/8	2/4	2	1	#viio			A	iii		#viio		#vii	o						o	0	1	12, 9, 6		12	12	0	3	0.0	0.0	0.25	0.0
94	93	0	0	2/4	2	1	i			A	iii		i		i							m	0	1	7, 4, 8		7	7	0	3	0.0	0.0	0.25	0.0
94	93	1/8	1/8	2/4	2	1	i6			A	iii		i6		i		6					m	0	1	4, 8, 7		7	4	0	3	0.0	0.0	0.25	0.0
94	93	1/4	1/4	2/4	2	1	ii/VI			A	iii		ii/VI		ii				VI			m	0	1	5, 2, 6		5	5	0	10	0.0	0.0	0.625	0.0
95	94	0	0	2/4	2	1	IV64/VI			A	iii		IV64/VI		IV		64		VI			M	0	1	3, 2, 6		2	3	0	10	0.0	0.0	0.625	0.0
95	94	1/4	1/4	2/4	2	1	V65/VI			A	iii		V65/VI		V		65		VI			Mm7	0	1	8, 5, 2, 4		4	8	0	10	0.0	0.0	0.625	0.0
96	95	0	0	2/4	2	1	I.I}{			A	I		I		I						}{	M	0	0	3, 7, 4		3	3	1	15	0.0625	0.041666666666666664	1.3333333333333333	0.0303030303030303
97	96	0	0	2/4	2	1	IV			A	I		IV		IV							M	0	0	2, 6, 3		2	2	1	15	0.0625	0.041666666666666664	1.3333333333333333	0.0303030303030303
98	97	0	0	2/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	1	5	0.16666666666666666	0.041666666666666664	0.20833333333333334	0.16666666666666666
98	97	1/4	1/4	2/4	2	1	ii			A	I		ii		ii							m	0	0	5, 2, 6		5	5	2	4	0.3333333333333333	0.08333333333333333	0.16666666666666666	0.3333333333333333
99	98	0	0	2/4	2	1	I			A	I		I		I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.125	0.0
99	98	1/8	1/8	2/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.25	0.0
99	98	1/4	1/4	2/4	2	1	V6			A	I		V6		V		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.125	0.0
99	98	3/8	3/8	2/4	2	1	V7			A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	4	0.0	0.0	0.25	0.0
100	99	0	0	2/4	2	1	I			A	I		I		I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.125	0.0
100	99	1/8	1/8	2/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.25	0.0
100	99	1/4	1/4	2/4	2	1	V6			A	I		V6		V		6					M	0	0	8, 5, 4		4	8	0	3	0.0	0.0	0.125	0.0
100	99	3/8	3/8	2/4	2	1	V7			A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	0	6	0.0	0.0	0.25	0.0
101	100	0	0	2/4	2	1	I			A	I		I		I							M	0	0	3, 7, 4		3	3	2	4	0.3333333333333333	0.08333333333333333	0.16666666666666666	0.3333333333333333
101	100	1/8	1/8	2/4	2	1	IV			A	I		IV		IV							M	0	0	2, 6, 3		2	2	0	2	0.0	0.0	0.25	0.0
101	100	3/8	3/8	2/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.375	0.0
102	101	0	0	2/4	2	1	ii7(4)		viio6(62)	A	I		ii7(4)		ii		7	4				mm7	0	0	5, 4, 6, 3		5	5	0	3	0.0	0.0	0.5	0.0
102	101	1/8	1/8	2/4	2	1	viio6			A	I		viio6		vii	o	6					o	0	0	5, 2, 8		8	5	0	2	0.0	0.0	0.25	0.0
102	101	1/4	1/4	2/4	2	1	I|IAC}			A	I		I		I					IAC	}	M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.375	0.0
103	102	0	0	2/4	2	1	vii%43/IV{			A	I		vii%43/IV		vii	%	43		IV		{	%7	0	0	1, 5, 7, 4		7	1	2	7	0.2222222222222222	0.08333333333333333	1.6666666666666667	0.047619047619047616
104	103	0	0	2/4	2	1	IV6			A	I		IV6		IV		6					M	0	0	6, 3, 2		2	6	5	8	0.38461538461538464	0.20833333333333334	0.5416666666666666	0.2777777777777778
105	104	0	0	2/4	2	1	V2/V			A	I		V2/V		V		2		V			Mm7	0	0	3, 5, 9, 6		5	3	2	7	0.2222222222222222	0.08333333333333333	1.6666666666666667	0.047619047619047616
106	105	0	0	2/4	2	1	V6			A	I		V6		V		6					M	0	0	8, 5, 4		4	8	6	7	0.46153846153846156	0.25	0.5	0.3333333333333333
107	106	0	0	2/4	2	1	V}{			A	I		V		V						}{	M	0	0	4, 8, 5		4	4	1	5	0.16666666666666666	0.041666666666666664	0.20833333333333334	0.16666666666666666
107	106	1/4	1/4	2/4	2	1	V2			A	I		V2		V		2					Mm7	0	0	2, 4, 8, 5		4	2	1	5	0.16666666666666666	0.041666666666666664	0.20833333333333334	0.16666666666666666
108	107	0	0	2/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	1	5	0.16666666666666666	0.041666666666666664	0.20833333333333334	0.16666666666666666
108	107	1/4	1/4	2/4	2	1	V64			A	I		V64		V		64					M	0	0	5, 4, 8		4	5	1	5	0.16666666666666666	0.041666666666666664	0.20833333333333334	0.16666666666666666
109	108	0	0	2/4	2	1	I			A	I		I		I							M	0	0	3, 7, 4		3	3	1	5	0.16666666666666666	0.041666666666666664	0.20833333333333334	0.16666666666666666
109	108	1/4	1/4	2/4	2	1	V6			A	I		V6		V		6					M	0	0	8, 5, 4		4	8	1	5	0.16666666666666666	0.041666666666666664	0.20833333333333334	0.16666666666666666
110	109	0	0	2/4	2	1	vi(+7)			A	I		vi(+7)		vi			+7				m	0	0	6, 3, 7	4	6	6	1	5	0.16666666666666666	0.041666666666666664	0.20833333333333334	0.16666666666666666
110	109	1/4	1/4	2/4	2	1	V			A	I		V		V							M	0	0	4, 8, 5		4	4	1	5	0.16666666666666666	0.041666666666666664	0.20833333333333334	0.16666666666666666
111	110	0	0	2/4	2	1	IV			A	I		IV		IV							M	0	0	2, 6, 3		2	2	3	3	0.5	0.125	0.3333333333333333	0.27272727272727276
111	110	1/4	1/4	2/4	2	1	ii			A	I		ii		ii							m	0	0	5, 2, 6		5	5	3	4	0.42857142857142855	0.125	0.375	0.25
112	111	0	0	2/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	14	0.0	0.0	0.875	0.0
113	112	0	0	2/4	2	1	ii			A	I		ii		ii							m	0	0	5, 2, 6		5	5	3	3	0.5	0.125	0.3333333333333333	0.27272727272727276
113	112	1/4	1/4	2/4	2	1	viio		V65	A	I		viio		vii	o						o	0	0	8, 5, 2		8	8	3	4	0.42857142857142855	0.125	0.375	0.25
114	113	0	0	2/4	2	1	I			A	I		I		I							M	0	0	3, 7, 4		3	3	0	14	0.0	0.0	0.875	0.0
115	114	0	0	2/4	2	1	#viio7/ii			A	I		#viio7/ii		#vii	o	7		ii			o7	0	0	10, 7, 4, 1		10	10	0	1	0.0	0.0	0.25	0.0
115	114	1/4	1/4	2/4	2	1	V65/ii			A	I		V65/ii		V		65		ii			Mm7	0	0	10, 7, 4, 6		6	10	1	4	0.2	0.0625	0.4375	0.125
116	115	0	0	2/4	2	1	ii(4)			A	I		ii(4)		ii			4				m	0	0	5, 4, 6		5	5	0	1	0.0	0.0	0.25	0.0
116	115	1/4	1/4	2/4	2	1	ii			A	I		ii		ii							m	0	0	5, 2, 6		5	5	1	4	0.2	0.0625	0.4375	0.125
117	116	0	0	2/4	2	1	V(4)			A	I		V(4)		V			4				M	0	0	4, 3, 5		4	4	0	1	0.0	0.0	0.25	0.0
117	116	1/4	1/4	2/4	2	1	V7			A	I		V7		V		7					Mm7	0	0	4, 8, 5, 2		4	4	1	4	0.2	0.0625	0.4375	0.125
118	117	0	0	2/4	2	1	I}			A	I		I		I						}	M	0	0	3, 7, 4		3	3	2	16	0.1111111111111111	0.16666666666666666	1.3645833333333333	0.10884353741496598
120	119	0	0	2/4	2	1	ii(+7)			A	I		ii(+7)		ii			+7				m	0	0	5, 2, 6	3	5	5	1	8	0.1111111111111111	0.041666666666666664	0.8333333333333334	0.047619047619047616
121	120	0	0	2/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	1	8	0.1111111111111111	0.041666666666666664	0.8333333333333334	0.047619047619047616
122	121	0	0	2/4	2	1	IV			A	I		IV		IV							M	0	0	2, 6, 3		2	2	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
122	121	1/4	1/4	2/4	2	1	ii6			A	I		ii6		ii		6					m	0	0	2, 6, 5		5	2	6	14	0.3	0.25	0.875	0.2222222222222222
124	123	0	0	2/4	2	1	V2(4)			A	I		V2(4)		V		2	4				Mm7	0	0	2, 4, 3, 5		4	2	0	2	0.0	0.0	0.25	0.0
124	123	1/8	1/8	2/4	2	1	V2			A	I		V2		V		2					Mm7	0	0	2, 4, 8, 5		4	2	0	2	0.0	0.0	0.25	0.0
124	123	1/4	1/4	2/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	0	4	0.0	0.0	0.40625	0.0
125	124	0	0	2/4	2	1	IV			A	I		IV		IV							M	0	0	2, 6, 3		2	2	2	3	0.4	0.125	0.375	0.25
125	124	1/4	1/4	2/4	2	1	V(64)			A	I		V(64)		V			64				M	0	0	4, 3, 7		4	4	0	2	0.0	0.0	0.25	0.0
125	124	3/8	3/8	2/4	2	1	V			A	I		V		V							M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
126	125	0	0	2/4	2	1	I|PAC}			A	I		I		I					PAC	}	M	0	0	3, 7, 4		3	3	2	7	0.2222222222222222	0.03125	0.71875	0.041666666666666664
127	126	0	0	2/4	2	1	V2			A	I		V2		V		2					Mm7	0	0	2, 4, 8, 5		4	2	2	10	0.16666666666666666	0.03125	1.09375	0.027777777777777776
128	127	0	0	2/4	2	1	I6}			A	I		I6		I		6				}	M	0	0	7, 4, 3		3	7	1	5	0.16666666666666666	0.0625	0.34375	0.15384615384615385
129	128	0	0	2/4	2	1	I{			A	I		I		I						{	M	0	0	3, 7, 4		3	3	1	8	0.1111111111111111	0.041666666666666664	0.8333333333333334	0.047619047619047616
130	129	0	0	2/4	2	1	ii(+7)			A	I		ii(+7)		ii			+7				m	0	0	5, 2, 6	3	5	5	1	8	0.1111111111111111	0.041666666666666664	0.8333333333333334	0.047619047619047616
131	130	0	0	2/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	1	8	0.1111111111111111	0.041666666666666664	0.8333333333333334	0.047619047619047616
132	131	0	0	2/4	2	1	IV			A	I		IV		IV							M	0	0	2, 6, 3		2	2	1	4	0.2	0.041666666666666664	0.3333333333333333	0.1111111111111111
132	131	1/4	1/4	2/4	2	1	ii6			A	I		ii6		ii		6					m	0	0	2, 6, 5		5	2	9	10	0.47368421052631576	0.375	0.5	0.42857142857142855
134	133	0	0	2/4	2	1	V2			A	I		V2		V		2					Mm7	0	0	2, 4, 8, 5		4	2	2	5	0.2857142857142857	0.08333333333333333	0.2916666666666667	0.2222222222222222
134	133	1/4	1/4	2/4	2	1	I6			A	I		I6		I		6					M	0	0	7, 4, 3		3	7	2	2	0.5	0.08333333333333333	0.16666666666666666	0.3333333333333333
134	133	3/8	3/8	2/4	2	1	I			A	I		I		I							M	0	0	3, 7, 4		3	3	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
135	134	0	0	2/4	2	1	IV		ii6	A	I		IV		IV							M	0	0	2, 6, 3		2	2	3	3	0.5	0.09375	0.40625	0.1875
135	134	1/4	1/4	2/4	2	1	V(4)			A	I		V(4)		V			4				M	0	0	4, 3, 5		4	4	0	2	0.0	0.0	0.25	0.0
135	134	3/8	3/8	2/4	2	1	V			A	I		V		V							M	0	0	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
136	135	0	0	2/4	2	1	I|PAC}	1		A	I		I		I					PAC	}	M	0	0	3, 7, 4		3	3	4	4	0.5	0.21875	0.53125	0.2916666666666667
137	135	0	0	2/4	2	1	I|PAC}	2		A	I		I		I					PAC	}	M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.5	0.0
