mc	mn	quarterbeats	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	slur
30	30	119/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	298						
31	31	60	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	299		ornamentTremblement				
31	31	121/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	300						
31	31	123/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	301						
31	31	493/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	302						
31	31	247/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	303						
31	31	495/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	304						
31	31	60	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	305						
31	31	121/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	306						
31	31	61	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	307						
31	31	123/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	308						
32	32	62	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	309						
32	32	125/2	0.16666666666666666		1/8	1/8	Chord	2/4	1	1	1/24			1/16	2/3	310						
32	32	188/3	0.16666666666666666		1/6	1/6	Chord	2/4	1	1	1/24			1/16	2/3	311						
32	32	377/6	0.16666666666666666		5/24	5/24	Chord	2/4	1	1	1/24			1/16	2/3	312						
32	32	63	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	313						
32	32	127/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	314						
32	32	191/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	315						
32	32	383/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	316						
32	32	63	1.0		1/4	1/4	Chord	2/4	1	3	1/4			1/4	1	317						
32	32	62	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	318						
32	32	125/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	319						
32	32	63	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	320						
32	32	127/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	321						
33	33	64	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	322						
33	33	129/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	323						
33	33	65	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	324						
33	33	131/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	325						
33	33	64	0.5		0	0	Chord	2/4	1	3	1/8			1/8	1	326						
33	33	64	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	327						
33	33	129/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	328						
33	33	65	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	329						
33	33	131/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	330						
34	34	66	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	331		ornamentTremblement				
34	34	133/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	332						
34	34	135/2	0.05555555555555555		3/8	3/8	Chord	2/4	1	1	1/72			1/64	8/9	333						
34	34	608/9	0.05555555555555555		7/18	7/18	Chord	2/4	1	1	1/72			1/64	8/9	334						
34	34	1217/18	0.05555555555555555		29/72	29/72	Chord	2/4	1	1	1/72			1/64	8/9	335						
34	34	203/3	0.05555555555555555		5/12	5/12	Chord	2/4	1	1	1/72			1/64	8/9	336						
34	34	1219/18	0.05555555555555555		31/72	31/72	Chord	2/4	1	1	1/72			1/64	8/9	337						
34	34	610/9	0.05555555555555555		4/9	4/9	Chord	2/4	1	1	1/72			1/64	8/9	338						
34	34	407/6	0.05555555555555555		11/24	11/24	Chord	2/4	1	1	1/72			1/64	8/9	339						
34	34	611/9	0.05555555555555555		17/36	17/36	Chord	2/4	1	1	1/72			1/64	8/9	340						
34	34	1223/18	0.05555555555555555		35/72	35/72	Chord	2/4	1	1	1/72			1/64	8/9	341						
34	34	66	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	342						
34	34	133/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	343						
34	34	67	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	344						
34	34	135/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	345						
35	35	68	0.75		0	0	Chord	2/4	1	1	3/16			1/8	3/2	346		ornamentTremblement				
35	35	275/4	0.041666666666666664		3/16	3/16	Chord	2/4	1	1	1/96			1/64	2/3	347						
35	35	1651/24	0.041666666666666664		19/96	19/96	Chord	2/4	1	1	1/96			1/64	2/3	348						
35	35	413/6	0.041666666666666664		5/24	5/24	Chord	2/4	1	1	1/96			1/64	2/3	349						
35	35	551/8	0.041666666666666664		7/32	7/32	Chord	2/4	1	1	1/96			1/64	2/3	350						
35	35	827/12	0.041666666666666664		11/48	11/48	Chord	2/4	1	1	1/96			1/64	2/3	351						
35	35	1655/24	0.041666666666666664		23/96	23/96	Chord	2/4	1	1	1/96			1/64	2/3	352						
35	35	69	0.75		1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	353						
35	35	279/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	354						
35	35	559/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	355						
35	35	137/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	356						
35	35	69	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	357						
35	35	139/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	358						
36	36		1.0	1	0	0	Chord	2/4	1	1	1/4			1/4	1	359						
36	36		0.25	1	0	0	Chord	2/4	2	1	1/16			1/16	1	360						
36	36		0.25	1	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	361						
36	36		0.25	1	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	362						
36	36		0.25	1	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	363						
36	36		0.25	1	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	364						
36	36		0.25	1	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	365						
36	36		0.25	1	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	366						
36	36		0.25	1	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	367						
36	36		0.25	1	0	0	Chord	2/4	2	4	1/16			1/16	1	368						
37	36	70	1.0	2	0	0	Chord	2/4	1	1	1/4			1/4	1	369						
37	36	70	0.25	2	0	0	Chord	2/4	2	1	1/16			1/16	1	370						
37	36	281/4	0.25	2	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	371						
37	36	141/2	0.25	2	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	372						
37	36	283/4	0.25	2	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	373						
37	36	71	0.25	2	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	374						
37	36	285/4	0.25	2	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	375						
37	36	143/2	0.25	2	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	376						
37	36	287/4	0.25	2	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	377						
37	36	70	0.25	2	0	0	Chord	2/4	2	4	1/16			1/16	1	378						
38	37	72	0.0		0	0	StaffText	2/4	1	1	0								ten.			
38	37	72	1.0		0	0	Chord	2/4	1	1	1/4			1/4	1	379						
38	37	73	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	380						15
38	37	293/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	381						
38	37	147/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	382						16
38	37	295/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	383						
38	37	72	1.0		0	0	Chord	2/4	1	2	1/4			1/4	1	384						
38	37	73	0.25		1/4	1/4	Chord	2/4	1	2	1/16			1/16	1	385						
38	37	293/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16			1/16	1	386						
38	37	147/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16			1/16	1	387						
38	37	295/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16			1/16	1	388						
38	37	72	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	389						
38	37	145/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	390						
39	38	74	0.75		0	0	Chord	2/4	1	1	3/16			1/8	3/2	391						
39	38	299/4	0.125		3/16	3/16	Chord	2/4	1	1	1/32			1/32	1	392						
39	38	599/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	393						
39	38	75	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	394						
39	38	303/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	395						
39	38	74	1.0		0	0	Chord	2/4	1	2	1/4			1/4	1	396						
39	38	75	0.5		1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	397						
39	38	303/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16			1/16	1	398						
39	38	149/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	399						17
39	38	75	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	400						
39	38	151/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	401						
40	39	76	0.25		0	0	Chord	2/4	1	1	1/16			1/16	1	402						
40	39	305/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	403						
40	39	153/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	404						18
40	39	155/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	405		ornamentTurn				
40	39	76	0.5		0	0	Chord	2/4	1	2	1/8			1/8	1	406						
40	39	153/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	407						
40	39	77	0.5		1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	408						
40	39	155/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	409						
41	40	78	0.375		0	0	Chord	2/4	1	1	3/32			1/16	3/2	410						
41	40	627/8	0.0625		3/32	3/32	Chord	2/4	1	1	1/64			1/64	1	411						
41	40	1255/16	0.0625		7/64	7/64	Chord	2/4	1	1	1/64			1/64	1	412						
41	40	157/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	413						
41	40	79	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	414						
41	40	475/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	415						
41	40	238/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	416						
41	40	159/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	417						
41	40	239/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	418						
41	40	479/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	419						
41	40	78	0.5		0	0	Chord	2/4	1	2	1/8			1/8	1	420						
41	40	157/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	421						
41	40	79	0.5		1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	422						
41	40	159/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	423						
42	41	80	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	424		articStaccatissimoAbove				
42	41	161/2	0.0		1/8	1/8	Chord	2/4	1	1	0	grace32		1/32	1	425						
42	41	161/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	426		ornamentTurn				
42	41	647/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	427						
42	41	81	0.5		1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	428						19
42	41	163/2	0.125		3/8	3/8	Chord	2/4	1	1	1/32			1/32	1	429						
42	41	653/8	0.125		13/32	13/32	Chord	2/4	1	1	1/32			1/32	1	430						
42	41	327/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	431						
42	41	655/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	432						
42	41	80	0.5		0	0	Chord	2/4	1	2	1/8			1/8	1	433						
42	41	161/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	434						
42	41	81	0.5		1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	435						
42	41	163/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	436						
43	42	82	0.0		0	0	Chord	2/4	1	1	0	grace16		1/16	1	437						
43	42	82	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	438		ornamentTurn				
43	42	165/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	439						
43	42	83	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	440						
43	42	499/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	441						
43	42	250/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	442						
43	42	167/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	443						
43	42	251/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	444						
43	42	503/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	445						
43	42	82	0.5		0	0	Chord	2/4	1	2	1/8			1/8	1	446						
43	42	165/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	447						
43	42	83	0.5		1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	448						
43	42	167/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	449						
44	43	84	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	450		articStaccatissimoAbove				
44	43	169/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	451						
44	43	85	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	452						
44	43	341/4	0.08333333333333333		5/16	5/16	Chord	2/4	1	1	1/48			1/32	2/3	453						
44	43	256/3	0.08333333333333333		1/3	1/3	Chord	2/4	1	1	1/48			1/32	2/3	454						
44	43	1025/12	0.08333333333333333		17/48	17/48	Chord	2/4	1	1	1/48			1/32	2/3	455						
44	43	171/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	456						
44	43	257/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	457						
44	43	515/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	458						
44	43	84	0.5		0	0	Chord	2/4	1	2	1/8			1/8	1	459						
44	43	169/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	460						
44	43	85	0.5		1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	461						
44	43	171/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	462						
45	44	86	0.16666666666666666		0	0	Chord	2/4	1	1	1/24			1/16	2/3	463						
45	44	517/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	464						
45	44	259/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	465						
45	44	173/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	466						
45	44	87	0.375		1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	467		ornamentTurn				
45	44	699/8	0.125		11/32	11/32	Chord	2/4	1	1	1/32			1/32	1	468						
45	44	175/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	469						
45	44	263/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	470						
45	44	527/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	471						
45	44	86	0.5		0	0	Chord	2/4	1	2	1/8			1/8	1	472						
45	44	173/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	473						
45	44	87	0.5		1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	474						
45	44	175/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	475						
46	45	88	0.16666666666666666		0	0	Chord	2/4	1	1	1/24			1/16	2/3	476						
46	45	529/6	0.16666666666666666		1/24	1/24	Chord	2/4	1	1	1/24			1/16	2/3	477						
46	45	265/3	0.16666666666666666		1/12	1/12	Chord	2/4	1	1	1/24			1/16	2/3	478						
46	45	177/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	479						20
46	45	179/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	480		ornamentTurn				
46	45	88	0.5		0	0	Chord	2/4	1	2	1/8			1/8	1	481						
46	45	177/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8			1/8	1	482						
46	45	89	0.5		1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	483						
46	45	179/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	484						
47	46	90	0.125		0	0	Chord	2/4	1	1	1/32			1/32	1	485						
47	46	721/8	0.125		1/32	1/32	Chord	2/4	1	1	1/32			1/32	1	486						
47	46	361/4	0.75		1/16	1/16	Chord	2/4	1	1	3/16			1/8	3/2	487						
47	46	91	0.0		1/4	1/4	Dynamic	2/4	1	1	0						p					
47	46	91	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	488						
47	46	365/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	489						
47	46	183/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	490						
47	46	367/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	491						
47	46	90	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	492						
47	46	181/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	493						
47	46	91	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	494						
47	46	183/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	495						
48	47	92	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	496						21
48	47	185/2	0.375		1/8	1/8	Chord	2/4	1	1	3/32			1/16	3/2	497		articStaccatissimoBelow				
48	47	743/8	0.125		7/32	7/32	Chord	2/4	1	1	1/32			1/32	1	498						
48	47	93	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	499						
48	47	373/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	500						
48	47	187/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	501						
48	47	375/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	502						
48	47	92	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	503						
48	47	185/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	504						
48	47	93	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	505						
48	47	187/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	506						
49	48	94	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	507						22
49	48	189/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	508						
49	48	95	0.0		1/4	1/4	Dynamic	2/4	1	1	0						f					
49	48	95	0.75		1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	509						
49	48	383/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	510						
49	48	767/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	511						
49	48	95	0.5		1/4	1/4	Chord	2/4	1	2	1/8			1/8	1	512						
49	48	191/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8			1/8	1	513						
49	48	94	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	514						
49	48	189/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	515						
49	48	95	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	516						
49	48	191/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	517						
50	49	96	0.25		0	0	Chord	2/4	1	1	1/16			1/16	1	518						23
50	49	385/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	519						
50	49	193/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						p					
50	49	387/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	520						
50	49	97	0.375		1/4	1/4	Chord	2/4	1	1	3/32			1/16	3/2	521						
50	49	779/8	0.041666666666666664		11/32	11/32	Chord	2/4	1	1	1/96			1/64	2/3	522						
50	49	1169/12	0.041666666666666664		17/48	17/48	Chord	2/4	1	1	1/96			1/64	2/3	523						
50	49	2339/24	0.041666666666666664		35/96	35/96	Chord	2/4	1	1	1/96			1/64	2/3	524						
50	49	195/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	525						
50	49	783/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	526						
50	49	96	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	527						
50	49	193/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	528						
50	49	97	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	529						
50	49	195/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	530		articStaccatissimoAbove				
51	50	98	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	531		ornamentTurn				
51	50	197/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	532						
51	50	791/8	0.0		7/32	7/32	Dynamic	2/4	2	1	0						ff					
51	50	791/8	0.0		7/32	7/32	Dynamic	2/4	2	1	0						ff					
51	50	791/8	0.125		7/32	7/32	Chord	2/4	2	1	1/32			1/32	1	533						
51	50	99	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	534						24
51	50	199/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	535		ornamentTurn				
51	50	98	0.5		0	0	Chord	2/4	2	2	1/8			1/8	1	536						
51	50	791/8	0.125		7/32	7/32	Chord	2/4	2	2	1/32			1/32	1	537						
51	50	99	0.5		1/4	1/4	Chord	2/4	2	2	1/8			1/8	1	538						25
51	50	199/2	0.5		3/8	3/8	Chord	2/4	2	2	1/8			1/8	1	539						
52	51	101	0.0		1/4	1/4	Dynamic	2/4	1	1	0						p					
52	51	101	0.75		1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	540						
52	51	407/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	541						
52	51	815/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	542						
52	51	100	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	543		articStaccatissimoAbove				
52	51	203/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	544						
52	51	100	0.5		0	0	Chord	2/4	2	2	1/8			1/8	1	545						
53	52	102	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	546		articStaccatissimoBelow				
53	52	411/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	547						
53	52	103	0.0		1/4	1/4	Chord	2/4	1	1	0	grace32		1/32	1	548						
53	52	103	0.0		1/4	1/4	Chord	2/4	1	1	0	grace32		1/32	1	549						
53	52	103	0.25		1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	550						
53	52	413/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	551						
53	52	415/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	552						
53	52	205/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	553						
53	52	207/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	554						
54	53	104	0.25		0	0	Chord	2/4	1	1	1/16			1/16	1	555						
54	53	417/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	556						
54	53	209/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	557						
54	53	105	0.75		1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	558		ornamentTurn				
54	53	423/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	559						
54	53	847/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	560						
54	53	209/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	561						
54	53	105	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	562						
54	53	211/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	563						
55	54	106	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	564						
55	54	213/2	0.0		1/8	1/8	Dynamic	2/4	1	1	0						ff					
55	54	427/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	565						
55	54	107	0.16666666666666666		1/4	1/4	Chord	2/4	1	1	1/24			1/16	2/3	566						
55	54	643/6	0.16666666666666666		7/24	7/24	Chord	2/4	1	1	1/24			1/16	2/3	567						
55	54	322/3	0.16666666666666666		1/3	1/3	Chord	2/4	1	1	1/24			1/16	2/3	568						
55	54	215/2	0.16666666666666666		3/8	3/8	Chord	2/4	1	1	1/24			1/16	2/3	569						
55	54	323/3	0.16666666666666666		5/12	5/12	Chord	2/4	1	1	1/24			1/16	2/3	570						
55	54	647/6	0.16666666666666666		11/24	11/24	Chord	2/4	1	1	1/24			1/16	2/3	571						
55	54	106	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	572						
55	54	213/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	573						
55	54	107	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	574						
55	54	215/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	575						
56	55	108	0.0		0	0	Chord	2/4	1	1	0	grace4		1/4	1	576						
56	55	108	2.0		0	0	Chord	2/4	1	1	1/2			1/2	1	577		ornamentMordent				
56	55	108	2.0		0	0	Chord	2/4	2	1	1/2			1/2	1	578						
57	56	110	0.5		0	0	Chord	2/4	1	1	1/8			1/8	1	579						
57	56	221/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	580						
57	56	111	0.75		1/4	1/4	Chord	2/4	1	1	3/16			1/8	3/2	581						
57	56	447/4	0.0		7/16	7/16	Dynamic	2/4	1	1	0						p					
57	56	447/4	0.125		7/16	7/16	Chord	2/4	1	1	1/32			1/32	1	582						
57	56	895/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	583						
57	56	110	0.0		0	0	Dynamic	2/4	2	1	0						f					
57	56	110	0.5		0	0	Chord	2/4	2	1	1/8			1/8	1	584						
57	56	221/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8			1/8	1	585						
57	56	111	0.5		1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	586						
57	56	223/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	587						
58	57	112	0.25		0	0	Chord	2/4	1	1	1/16			1/16	1	588						
58	57	449/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	589						
58	57	225/2	1.0		1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	590						
58	57	227/2	0.375		3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	591						
58	57	911/8	0.125		15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	592						
58	57	225/2	0.0		1/8	1/8	Dynamic	2/4	2	1	0						pp					
